,eco,opening,white,black,white_elo,black_elo,result,time_control,termination,date,moves,num_moves
2154,C40,,SuoknuutiMax,LWX33,519,506,1-0,180,SuoknuutiMax won by resignation,2025.09.28,"['e4', 'e5', 'Nf3', 'Qf6', 'Nc3', 'Bc5', 'Bc4', 'c6', 'd3', 'd6', 'Qe2', 'h6', 'Be3', 'Bb6', 'Bxb6', 'axb6', 'O-O-O', 'b5', 'Bb3', 'Be6', 'Bxe6', 'Qxe6', 'd4', 'exd4', 'Rxd4', 'Qf6', 'Rhd1', 'Ne7', 'Rxd6', 'Qxd6', 'Rxd6', 'O-O', 'Ne5', 'Ng6', 'Nxg6', 'fxg6', 'Qd2', 'g5', 'Rd8', 'Rxd8', 'Qxd8+', 'Kh7', 'e5', 'Kg6', 'e6']",45
2155,C46,,SuoknuutiMax,xxxxxhi,511,545,0-1,180,xxxxxhi won on time,2025.09.28,"['e4', 'e5', 'Nf3', 'd6', 'Nc3', 'Nc6', 'd3', 'Nd4', 'Nxd4', 'exd4', 'Nd5', 'c6', 'Nb4', 'c5', 'Nd5', 'Be6', 'c3', 'Bxd5', 'exd5', 'dxc3', 'Qe2+', 'Qe7', 'Qxe7+', 'Bxe7', 'bxc3', 'b5', 'd4', 'cxd4', 'cxd4', 'Rb8', 'Rb1', 'Nf6', 'Rxb5', 'Rxb5', 'Bxb5+', 'Kd8', 'O-O', 'Nxd5', 'Ba3', 'g5']",40
2156,B01,,KamogeloLuvhimbi,SuoknuutiMax,523,519,0-1,180,SuoknuutiMax won by resignation,2025.09.28,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'd4', 'Bg4', 'Be2', 'Bxf3', 'Bxf3', 'Qxd4', 'Qxd4', 'Nxd4', 'Bg5', 'Nxc2+', 'Ke2', 'Nxa1', 'Rxa1', 'O-O-O', 'Kf1', 'e5', 'Rc1', 'Bb4', 'Nb5', 'h6', 'Bxf6', 'gxf6', 'a3', 'a6', 'axb4', 'axb5', 'Rc5', 'Rd2', 'b3', 'Rb2', 'Bd5', 'Rd8', 'Rxb5', 'Rb1+', 'Ke2', 'c6', 'Bxc6', 'bxc6', 'Rc5', 'Kb7']",50
2157,B01,,Parthrook21,SuoknuutiMax,527,527,0-1,180,SuoknuutiMax won on time,2025.09.28,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qe6+', 'Qe2', 'Qxe2+', 'Bxe2', 'Nc6', 'Bb5', 'Bd7', 'Nd5', 'O-O-O', 'c3', 'Ne5', 'Bxd7+', 'Rxd7', 'Nb4', 'e6', 'd4', 'Bxb4', 'cxb4', 'Nd3+', 'Kd2', 'Rxd4', 'Ne2', 'Nxf2+', 'Nxd4', 'Nxh1', 'Kc3', 'Nf2', 'Be3', 'Ne4+', 'Kd3', 'Ngf6', 'Rc1', 'Rd8', 'Ke2', 'b6', 'Nc6', 'Rd6', 'Nxa7+', 'Kb7', 'Nb5', 'Rc6', 'Rxc6', 'Kxc6', 'Na7+', 'Kb7', 'Nb5', 'c6', 'Nd4', 'c5', 'bxc5', 'bxc5', 'Nb3', 'Kc6', 'Na5+', 'Kb5', 'Nb7', 'Ng4', 'Nd8', 'Nxe3', 'Kxe3', 'Ng5', 'b3', 'Kb4', 'Nc6+', 'Kc3', 'a4', 'Kxb3', 'a5', 'c4', 'a6', 'c3', 'a7', 'c2', 'a8=Q', 'c1=Q+', 'Kd4', 'Qd1+', 'Kc5', 'Qc1+', 'Kd6', 'Ne4+', 'Kc7', 'Qc4', 'Qb8+', 'Kc3', 'Qb4+', 'Qxb4', 'Nxb4', 'Kxb4', 'Kd7', 'e5', 'Ke7', 'Nf6', 'Kxf7', 'e4', 'Kxg7', 'e3', 'Kxf6', 'e2']",104
2158,B01,,kpkklin1982,SuoknuutiMax,591,520,1-0,180,kpkklin1982 won by resignation,2025.09.28,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Qf3', 'Nc6', 'd3', 'Nf6', 'Bf4', 'Bg4', 'Qg3', 'e6', 'Bxc7', 'Qd7', 'f3', 'Bh5', 'O-O-O', 'Bd6', 'Bxd6', 'Bxf3', 'gxf3', 'Nh5', 'Qxg7', 'O-O-O', 'Qg2', 'Qxd6']",28
2159,C20,,SuoknuutiMax,chauter123,512,524,0-1,180,chauter123 won on time,2025.09.28,"['e4', 'e5', 'Qh5', 'Nc6', 'Bb5', 'Nf6', 'Qf3', 'Nd4', 'Qd3', 'Nxb5', 'Qxb5', 'Nxe4', 'Qxe5+', 'Qe7', 'Qxe7+', 'Kxe7', 'Nf3', 'Kd8', 'O-O', 'c5', 'Re1', 'Ng5', 'd4', 'cxd4', 'Bxg5+', 'f6', 'Bf4', 'Bb4', 'c3', 'dxc3', 'Nxc3', 'Bxc3', 'bxc3', 'Re8', 'Rxe8+', 'Kxe8', 'h4', 'Kf8', 'Kh2', 'b5', 'Rb1', 'a6', 'Nd4', 'd5', 'f3', 'Bd7', 'Bd6+', 'Ke8', 'g4', 'Kf7', 'Kg3', 'Re8', 'Nf5', 'g6', 'Nh6+', 'Kg7', 'g5', 'fxg5', 'hxg5', 'Re6', 'Bf4', 'a5', 'Ng4', 'b4', 'cxb4', 'axb4', 'Rxb4', 'Bc6', 'Ne5', 'Rd6', 'Nxc6', 'Rxc6', 'Be5+', 'Kf7', 'a4', 'Re6', 'Bd4', 'Rd6', 'Rb7+', 'Kf8', 'a5', 'Ra6', 'Ra7', 'Rc6', 'Rxh7', 'Rc4', 'Bb6', 'd4', 'a6', 'Ra4', 'a7', 'd3', 'Rh2', 'Kf7', 'Rd2', 'Ra3', 'Kg4', 'Ke6', 'f4', 'Kd6', 'f5', 'gxf5+', 'Kxf5', 'Kc6', 'g6', 'Kxb6', 'g7', 'Rxa7', 'g8=Q', 'Ra5+', 'Ke4', 'Ra4+', 'Kxd3', 'Ra3+', 'Kc2', 'Ra4', 'Qg5', 'Rc4+', 'Kb3', 'Kc6', 'Rf2', 'Rc5']",122
2160,C00,,SuoknuutiMax,Smmraw,520,509,1-0,180,SuoknuutiMax won on time,2025.09.28,"['e4', 'e6', 'Nf3', 'Nf6', 'Nc3', 'Bc5', 'd3', 'Bb4', 'Bd2', 'Nc6', 'a3', 'Bd6', 'd4', 'e5', 'dxe5', 'Bxe5', 'Nxe5', 'Nxe5', 'Nd5', 'd6', 'Bg5', 'Ned7', 'f4', 'h6', 'Bxf6', 'Nxf6', 'Nxf6+', 'Qxf6', 'g3', 'Qxb2', 'Qb1', 'Qd4', 'Qd1', 'Qxe4+', 'Qe2', 'Qxe2+', 'Bxe2', 'O-O', 'O-O-O', 'b5', 'Rhe1', 'Bf5', 'Bxb5', 'Rab8', 'Bc6', 'Rb6', 'Bd5', 'Rfb8', 'Re7', 'Rb1+', 'Kd2', 'Rxd1+', 'Kxd1', 'g6', 'Bxf7+', 'Kg7', 'Be6+', 'Kf6', 'Rf7+', 'Kxe6', 'Rxc7', 'Rb1+', 'Kd2', 'Rb2', 'Rxa7', 'Rxc2+', 'Ke3', 'Kd5', 'h4', 'Rc3+', 'Kd2', 'Rd3+', 'Ke2', 'Rxg3', 'a4', 'Bg4+', 'Kf2', 'Rf3+', 'Kg2', 'Rxf4', 'a5', 'Be6', 'a6', 'Rxh4', 'Rb7', 'Ra4', 'a7', 'Kc5', 'Rc7+', 'Kb6', 'Re7', 'Bd5+', 'Kg3', 'Rxa7', 'Re1', 'h5', 'Rb1+', 'Kc7', 'Rc1+', 'Kd7', 'Rd1', 'Be6', 'Re1', 'Ra3+', 'Kf4', 'Rh3', 'Rxe6']",107
2161,C65,,SuoknuutiMax,HahahahJk,528,497,1-0,180,SuoknuutiMax won by checkmate,2025.09.28,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Nf6', 'Bxc6', 'bxc6', 'Nxe5', 'd6', 'Nf3', 'd5', 'exd5', 'cxd5', 'Nc3', 'Be6', 'Qe2', 'c6', 'O-O', 'Qd7', 'Re1', 'O-O-O', 'Qa6+', 'Kc7', 'Qxa7+', 'Kc8', 'Qa8+', 'Kc7', 'Qa7+', 'Kc8', 'Qa8+', 'Kc7', 'Qa4', 'Bf5', 'd3', 'g5', 'Bxg5', 'h6', 'Bxf6', 'Qd6', 'Bxh8', 'Be7', 'Be5', 'c5', 'Bxd6+', 'Bxd6', 'Qa7+', 'Kc6', 'Ne5+', 'Bxe5', 'Rxe5', 'd4', 'Rxf5', 'dxc3', 'bxc3', 'Rd7', 'Qxd7+', 'Kxd7', 'Rxc5', 'Kd6', 'Rh5', 'Ke6', 'Rxh6+', 'f6', 'Rxf6+', 'Kxf6', 'Rb1', 'Ke6', 'Rb4', 'Kd5', 'Kf1', 'Kc5', 'Ke1', 'Kd5', 'Ke2', 'Kc5', 'Ke3', 'Kd5', 'Kf4', 'Kc5', 'Re4', 'Kd5', 'Kf5', 'Kc5', 'Rb4', 'Kd5', 'c4+', 'Kd4', 'c5+', 'Kc3', 'c6', 'Kxb4', 'c7', 'Kc3', 'c8=R+', 'Kd2', 'd4', 'Ke2', 'd5', 'Kxf2', 'd6', 'Kxg2', 'd7', 'Kxh2', 'Rg8', 'Kh3', 'Kf4', 'Kh4', 'Rh8#']",109
2162,C40,,SuoknuutiMax,Fwayneouttahere,536,506,1-0,180,SuoknuutiMax won - game abandoned,2025.09.28,"['e4', 'e5', 'Nf3', 'Bd6', 'Nc3', 'Nc6', 'Bb5', 'Nd4', 'Nxd4', 'exd4', 'Nd5', 'c6', 'e5', 'cxd5', 'exd6', 'Qb6', 'a4', 'a6', 'Bd3', 'a5', 'Qg4', 'Nf6', 'Qxg7', 'Qxd6', 'Qxh8+', 'Ke7', 'Bxh7', 'Qe6+', 'Kd1', 'Ra6', 'Re1', 'Qxe1+', 'Kxe1', 'Re6+', 'Kd1', 'd6', 'd3', 'Bd7', 'Bg5', 'b6', 'Kd2', 'Bc6', 'Bxf6+', 'Rxf6', 'Re1+', 'Kd7', 'Qxf6']",47
2163,B01,,ghabsyo,SuoknuutiMax,536,528,1-0,180,ghabsyo won by resignation,2025.09.28,"['e4', 'd5', 'f3', 'dxe4', 'fxe4', 'Nf6', 'Nc3', 'Nc6', 'Nf3', 'Bg4', 'd4', 'Bxf3', 'Qxf3', 'Nxd4', 'Qd3', 'e5', 'Nd5', 'Nxd5', 'exd5', 'Qxd5', 'Be3', 'O-O-O', 'O-O-O', 'e4', 'Qd2', 'Bc5', 'c3', 'Qxa2', 'Bxd4', 'Qa1+', 'Kc2', 'Rxd4', 'cxd4', 'Bxd4', 'Qxd4', 'Qa4+', 'Qxa4']",37
2164,B00,,Qyzzex,SuoknuutiMax,497,519,1-0,180,Qyzzex won by resignation,2025.09.28,"['e4', 'd5', 'd4', 'dxe4', 'Nc3', 'Nc6', 'Nxe4', 'Qxd4', 'Qxd4', 'Nxd4', 'Be3', 'Nxc2+', 'Kd1', 'Nxa1', 'Bd3', 'Bf5', 'f3', 'O-O-O', 'Nh3', 'e6', 'Ke2', 'Bxh3', 'gxh3', 'Nf6', 'Rxa1', 'Nxe4', 'fxe4', 'b6', 'Rc1', 'g6', 'h4', 'f5', 'exf5', 'gxf5', 'Rf1', 'Rg8', 'Rf2']",37
2165,A00,,roudwane,SuoknuutiMax,513,527,0-1,180,SuoknuutiMax won on time,2025.09.28,"['e3', 'd5', 'g3', 'e5', 'b3', 'Nf6', 'Bb2', 'Nc6', 'Bg2', 'Bd6', 'd4', 'Be6', 'dxe5', 'Bxe5', 'Bxe5', 'Nxe5', 'Nf3', 'Nxf3+', 'Bxf3', 'O-O', 'O-O', 'h5', 'Nc3', 'Bg4', 'Bxg4', 'Nxg4', 'Nxd5', 'c6', 'Nc3', 'Qxd1', 'Raxd1', 'Rad8', 'Rxd8', 'Rxd8', 'Rd1', 'Rxd1+', 'Nxd1', 'Ne5', 'f4', 'c5', 'Nc3', 'Nc6', 'a4', 'Nb4', 'Nb5', 'Nxc2', 'Nxa7', 'Nxe3', 'Nc8', 'Kf8', 'Nd6', 'Ke7', 'Ne4', 'b6', 'Kf2', 'Nc2', 'Ke2', 'Ke6', 'Kd2', 'Nd4', 'Kc3', 'f6', 'Kc4', 'f5', 'Nc3', 'g6', 'h4', 'Kf6', 'Na2', 'Ne2', 'Kb5', 'Nxg3', 'Kxb6', 'Ne4', 'a5', 'g5', 'a6', 'gxh4', 'a7', 'h3', 'a8=Q', 'h2', 'Qf8+', 'Ke6', 'Qh6+', 'Kd5', 'Qxh5', 'Nd6', 'Qxh2', 'Nc8+', 'Kb7', 'Ne7', 'Qh5', 'Ng8', 'Qxf5+', 'Kd6', 'Qf6+', 'Kd7', 'Qg7+', 'Ke8']",100
2166,C42,,SuoknuutiMax,Sybauda,520,564,0-1,180,Sybauda won by resignation,2025.09.28,"['e4', 'e5', 'Nf3', 'Nf6', 'Nxe5', 'Nxe4', 'Qe2', 'Nd6', 'Nc6+', 'Be7', 'Nxd8', 'Kxd8', 'd3', 'Nf5', 'Nc3', 'Nd4', 'Qd2', 'h6', 'Qe3', 'Nxc2+']",20
2167,C65,,SuoknuutiMax,Mesaremaz,530,593,1-0,180,SuoknuutiMax won on time,2025.09.28,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Nf6', 'Bxc6', 'dxc6', 'Nxe5', 'Nxe4', 'Qe2', 'f5', 'Nf3', 'Bd7', 'd3', 'Be7', 'dxe4', 'fxe4', 'Qxe4', 'g6', 'O-O', 'Bf5', 'Qd4', 'Bxc2', 'Qxh8+', 'Kd7', 'Qxd8+', 'Rxd8', 'Bg5', 'Bxg5', 'Nxg5', 'h6', 'Nf3', 'g5', 'Nc3', 'Re8', 'Rfe1', 'Rf8', 'Nd4', 'Bh7', 'h3', 'Kd6', 'Re6+', 'Kc5', 'Rd1', 'Kc4', 'Rxh6', 'Bc2', 'Rd2', 'Bd3', 'Rh5', 'b5', 'Nxc6', 'b4', 'Ne2', 'Bxe2', 'Rxe2', 'Rf6', 'Nxa7', 'c5', 'Rxg5', 'Ra6', 'Nc6', 'Rxc6', 'Ree5', 'Rc8', 'h4', 'Kd4', 'h5', 'Rh8', 'Rxc5', 'Ke4', 'Rg6', 'Kf4', 'Rb5', 'Ke4', 'h6', 'Kd4', 'Rxb4+', 'Kc5', 'Rbb6', 'Kd5', 'Rg7', 'Ke5', 'h7', 'Kf5', 'Rbb7', 'Kf6', 'Rg8', 'Rxh7', 'Rxh7', 'Ke6', 'Rf7', 'Ke5', 'Re8+', 'Kd5', 'Rd7+', 'Kc6', 'Rd3', 'Kc5', 'Rc8+', 'Kb6', 'Rb3+', 'Ka7', 'Rc4']",105
2168,C20,,SuoknuutiMax,bert_qsvs,538,525,1-0,180,SuoknuutiMax won by resignation,2025.09.28,"['e4', 'e5', 'Qh5', 'Nc6', 'Bb5', 'g6', 'Bxc6', 'dxc6', 'Qxe5+', 'Qe7', 'Qxh8', 'Qxe4+', 'Ne2', 'Qxg2', 'Rf1', 'Bh3', 'Qe5+', 'Be7', 'Ng3', 'O-O-O', 'Qxe7', 'Qf3', 'Qe2', 'Qxe2+', 'Kxe2', 'Bxf1+', 'Kxf1', 'Nf6', 'Nc3', 'Ng4', 'Kg2', 'Ne5', 'd3', 'c5', 'Bg5', 'Rd4', 'Nge4', 'c4', 'Nf6', 'cxd3', 'cxd3', 'Nxd3', 'Ne2', 'Rd5', 'Be3', 'Nxb2', 'Rc1', 'Rg5+', 'Bxg5']",49
2169,B00,,red73dog,SuoknuutiMax,585,531,1-0,180,red73dog won on time,2025.09.28,"['e4', 'd5', 'e5', 'Nc6', 'd4', 'f6', 'Bf4', 'fxe5', 'dxe5', 'e6', 'Nf3', 'Bb4+', 'c3', 'Bc5', 'Be2', 'd4', 'b4', 'Be7', 'O-O', 'dxc3', 'Nxc3', 'Qxd1', 'Bxd1', 'Bxb4', 'Ne4', 'Nge7', 'Neg5', 'Nd5', 'Bg3', 'O-O', 'Bc2', 'Nc3', 'Bxh7+', 'Kh8', 'Bg6', 'Rf5', 'Nf7+']",37
2170,A00,,mjtbwa,SuoknuutiMax,531,523,1-0,180,mjtbwa won by resignation,2025.09.28,"['g3', 'd5', 'Bg2', 'Nf6', 'b3', 'Nc6', 'Bb2', 'e5', 'd3', 'Be6', 'e4', 'Bd6', 'exd5', 'Bxd5', 'Bxd5', 'Nxd5', 'd4', 'exd4', 'Bxd4', 'Nxd4', 'Qxd4', 'Qg5', 'f4', 'Bb4+', 'c3', 'Bxc3+', 'Nxc3', 'Nxc3', 'fxg5']",29
2171,B01,,SuoknuutiMax,nir212up,523,539,1/2-1/2,180,Game drawn by stalemate,2025.09.28,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qe5+', 'Qe2', 'Qxe2+', 'Bxe2', 'Bf5', 'Nf3', 'Bxc2', 'O-O', 'Nc6', 'Re1', 'O-O-O', 'd3', 'e6', 'Bf4', 'Bd6', 'Bxd6', 'cxd6', 'Bd1', 'Bxd3', 'Re3', 'Nb4', 'Be2', 'Nc2', 'Bxd3', 'Nxa1', 'Re1', 'Rd7', 'Rxa1', 'Rc7', 'Nb5', 'Rc5', 'Nxa7+', 'Kc7', 'b4', 'Rc3', 'Nb5+', 'Kb6', 'Nxc3', 'Nf6', 'a3', 'Rc8', 'Ne4', 'Ng4', 'Nxd6', 'Rd8', 'h3', 'Rxd6', 'hxg4', 'Rxd3', 'Ne5', 'Rd4', 'Nxf7', 'Rxg4', 'Rd1', 'Rc4', 'Rd6+', 'Ka7', 'Rxe6', 'Rc3', 'Re3', 'Rc1+', 'Kh2', 'Rc4', 'Ng5', 'Rh4+', 'Kg3', 'Rh5', 'Kg4', 'Rh2', 'Rg3', 'Ka6', 'Rh3', 'Rxg2+', 'Rg3', 'Rxf2', 'Nxh7', 'Ra2', 'Kg5', 'Kb5', 'Kg6', 'Ka4', 'Kxg7', 'Rxa3', 'Rg6', 'Kxb4', 'Rb6+', 'Kc5', 'Rxb7', 'Rg3+', 'Kf6', 'Rf3+', 'Kg5', 'Rg3+', 'Kf4', 'Rh3', 'Nf6', 'Rh4+', 'Kg5', 'Rh1', 'Nd7+', 'Kc6', 'Rb2', 'Rg1+', 'Kf4', 'Kxd7', 'Rd2+', 'Ke7', 'Rd5', 'Rf1+', 'Ke4', 'Ke6', 'Re5+', 'Kf6', 'Rf5+', 'Rxf5', 'Kd4', 'Ke6', 'Ke3', 'Ke5', 'Kd3', 'Rf4', 'Kc3', 'Ke4', 'Kd2', 'Rf3', 'Kc2', 'Rd3', 'Kb2', 'Kd4', 'Ka2', 'Kc4', 'Kb1', 'Rc3', 'Ka1', 'Kb3', 'Kb1', 'Rc2', 'Ka1', 'Kc3', 'Kb1', 'Kd2', 'Ka1', 'Kc1']",148
2172,B01,,RedEarth08,SuoknuutiMax,487,531,0-1,180,SuoknuutiMax won - game abandoned,2025.09.28,"['e4', 'd5', 'Nf3', 'dxe4', 'Ng5', 'Nf6', 'Bc4', 'Nc6', 'd3', 'e6', 'dxe4', 'Qxd1+', 'Kxd1', 'Ng4', 'Re1', 'Nxf2+', 'Ke2', 'Ng4', 'Nf3', 'Bc5', 'Ne5', 'Ncxe5', 'Bf4', 'Nxc4']",24
2173,C20,,SuoknuutiMax,manurbles1971,523,537,0-1,180,manurbles1971 won by resignation,2025.09.28,"['e4', 'e5', 'Qh5', 'Nc6', 'Bb5', 'g6', 'Bxc6', 'gxh5', 'Nf3']",9
2174,B01,,thisismeinyourbedroom,SuoknuutiMax,530,531,0-1,180,SuoknuutiMax won by checkmate,2025.09.28,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Qf3', 'Nc6', 'Bc4', 'Nf6', 'Nd5', 'Be6', 'Qf4', 'Bxd5', 'Bxd5', 'Nxd5', 'Qd4', 'Nf6', 'Qe3', 'Qd4', 'Qxd4', 'Nxd4', 'Kf1', 'Nxc2', 'Rb1', 'O-O-O', 'b4', 'e5', 'Bb2', 'Nxb4', 'Bxe5', 'Nc6', 'Bxf6', 'gxf6', 'a4', 'Rxd2', 'Ke1', 'Ra2', 'Nf3', 'Rxa4', 'Rd1', 'Bb4+', 'Kf1', 'Rd8', 'Rxd8+', 'Kxd8', 'g3', 'Ra2', 'Kg2', 'Bc5', 'Rd1+', 'Ke8', 'Re1+', 'Kf8', 'Rf1', 'Nd4', 'Nxd4', 'Bxd4', 'Kh3', 'Rxf2', 'Rxf2', 'Bxf2', 'g4', 'a5', 'Kg2', 'Be3', 'Kf3', 'Bg5', 'Ke2', 'a4', 'Kd3', 'Ke7', 'Kc2', 'Kd6', 'Kb2', 'Bf4', 'Ka3', 'Bxh2', 'Kxa4', 'Ke5', 'Kb3', 'f5', 'Kc3', 'fxg4', 'Kd3', 'g3', 'Ke2', 'b5', 'Kf1', 'b4', 'Ke2', 'b3', 'Kd2', 'b2', 'Kc2', 'g2', 'Kxb2', 'g1=R', 'Kb3', 'Rg4', 'Kc3', 'Bg1', 'Kd3', 'Be3', 'Kxe3', 'Rg3+', 'Kf2', 'Ra3', 'Ke2', 'Kd4', 'Kd2', 'Ra2+', 'Kc1', 'Rh2', 'Kb1', 'Kd3', 'Kc1', 'Rg2', 'Kb1', 'Kc3', 'Ka1', 'Rf2', 'Kb1', 'Re2', 'Kc1', 'Re1#']",126
2175,D00,,Abeer29,SuoknuutiMax,477,538,0-1,180,SuoknuutiMax won by resignation,2025.09.28,"['d4', 'd5', 'e4', 'dxe4', 'Be3', 'Nf6', 'Bc4', 'Qd6', 'f3', 'exf3', 'Nxf3', 'Be6', 'b3', 'Bxc4', 'bxc4', 'e6', 'c5', 'Qa6', 'Nc3', 'Nc6', 'd5', 'exd5', 'Nxd5', 'Nxd5', 'Qxd5', 'Rd8', 'Qe4+', 'Be7', 'c4', 'O-O', 'h4', 'Qa5+', 'Kf2', 'f5', 'Qe6+', 'Kh8', 'h5', 'Bxc5', 'Nd4', 'Bxd4', 'Bxd4', 'Nxd4', 'Qe5', 'Qxe5']",44
2176,C00,,SuoknuutiMax,1jamshid1,532,630,0-1,180,1jamshid1 won by resignation,2025.09.28,"['e4', 'e6', 'Nf3', 'd5', 'exd5', 'exd5', 'Qe2+', 'Be7', 'Nc3', 'Nf6', 'd4', 'O-O', 'Ne5', 'Bd6', 'Bg5', 'Ng4', 'Nxg4', 'Qxg5', 'Ne5', 'Bxe5', 'dxe5', 'Nd7', 'f4', 'Qxf4', 'Qf3', 'Qxe5+', 'Qe4', 'Qf6', 'Qxd5', 'Re8+', 'Be2', 'Qh4+', 'g3', 'Qf6', 'Rf1', 'Qg6', 'O-O-O', 'Nb6', 'Qf3', 'Bg4', 'Qxb7', 'Bxe2', 'Rfe1', 'Bxd1', 'Nxd1', 'Qg5+', 'Kb1', 'Rxe1', 'Qxa8+', 'Nxa8']",50
2177,C00,,SuoknuutiMax,aliandsam,523,514,0-1,180,aliandsam won by resignation,2025.09.28,"['e4', 'e6', 'Nf3', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'd4', 'Nc6', 'Bf4', 'Bb4', 'Bc4', 'Nf6', 'Qd2', 'O-O', 'O-O-O', 'Bxc3', 'Qxc3', 'Ne4', 'Qe3', 'Nd6', 'Bxd6', 'Qxd6', 'Ne5', 'Nxe5', 'dxe5', 'Qb4', 'b3', 'b5', 'c3', 'Qa3+', 'Kb1', 'bxc4', 'bxc4', 'Ba6']",36
2178,B27,,SuoknuutiMax,Mario1658,514,487,0-1,180,Mario1658 won on time,2025.09.28,"['e4', 'b6', 'Nf3', 'c5', 'Nc3', 'd5', 'exd5', 'Nf6', 'Bc4', 'Nbd7', 'O-O', 'g6', 'd3', 'Bg7', 'h3', 'Bb7', 'Bg5', 'a6', 'Re1', 'b5', 'Bb3', 'c4', 'Bxc4', 'bxc4', 'Ne4', 'Nxd5', 'Nc5', 'O-O', 'Nxb7', 'Qb8', 'Na5', 'h6', 'dxc4', 'Nb4', 'Qxd7', 'Nxc2']",36
2179,A06,,Viking_35,SuoknuutiMax,518,522,0-1,180,SuoknuutiMax won by checkmate,2025.09.29,"['Nf3', 'd5', 'Ne5', 'Nf6', 'Nc3', 'Nc6', 'Nxc6', 'bxc6', 'd3', 'e5', 'e4', 'dxe4', 'dxe4', 'Qxd1+', 'Kxd1', 'Ng4', 'h3', 'Nxf2+', 'Ke2', 'Nxh1', 'Kf3', 'f6', 'g4', 'Bb4', 'Bg2', 'Be7', 'Bxh1', 'f5', 'gxf5', 'Ba6', 'Kg4', 'Bb7', 'Bg5', 'Bxg5', 'Kxg5', 'O-O-O', 'f6', 'Rdg8', 'fxg7', 'Rxg7+', 'Kf6', 'Rg3', 'Kxe5', 'Rxh3', 'Bg2', 'Rg3', 'Bf1', 'Re8+', 'Kf4', 'Rg1', 'Bd3', 'Rxa1', 'e5', 'Rf1+', 'Ke4', 'Rff8', 'Kd4', 'Kd7', 'Bxh7', 'Rf2', 'Bg6', 'Re7', 'Bd3', 'Rff7', 'Bc4', 'Rf5', 'e6+', 'Rxe6', 'Bxe6+', 'Kxe6', 'Ke4', 'c5+', 'Ke3', 'Re5+', 'Kd3', 'Ba6+', 'Kd2', 'c4', 'b3', 'cxb3', 'cxb3', 'c5', 'a3', 'Bc8', 'Nb5', 'c4', 'Nxa7', 'cxb3', 'Nxc8', 'Rb5', 'Kc3', 'b2', 'Kc4', 'b1=Q', 'a4', 'Qb4+', 'Kd3', 'Qxa4', 'Ke3', 'Rb3+', 'Kd2', 'Qa2+', 'Kc1', 'Rb1#']",104
2180,B00,,SuoknuutiMax,Viking_35,530,510,1-0,180,SuoknuutiMax won by resignation,2025.09.29,"['e4', 'Nc6', 'Nf3', 'b6', 'Nc3', 'Bb7', 'd4', 'g6', 'Bb5', 'Bg7', 'e5', 'f6', 'exf6', 'Bxf6', 'h3', 'a6', 'Bxc6', 'Bxc6', 'd5', 'Bb7', 'Bg5', 'Bxg5', 'Nxg5', 'Nf6', 'Qd4', 'c6', 'dxc6', 'Bxc6', 'O-O', 'e5', 'Rfe1', 'e4', 'Ncxe4', 'Nxe4', 'Nxe4', 'Bxe4', 'Rxe4+', 'Kf8', 'Qxh8+', 'Kf7', 'Qxd8', 'Rxd8', 'Rae1', 'Kf6', 'Rd1', 'b5', 'Red4', 'Rc8', 'Rxd7', 'Rxc2', 'Rxh7', 'Rxb2', 'Ra1', 'Rxa2', 'Rxa2', 'b4', 'Rxa6+', 'Ke5', 'Rb6', 'b3', 'Rxb3']",61
